customer_code,customer_name,address,province_name_extract,province_id,province_name
KH-00305,CÔNG TY CỔ PHẦN TÂY BẮC,"chùa Thông, Phường sơn lộc, Thị Xã Sơn Tây, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00306,CÔNG TY TNHH HOÀ BÌNH,"đường Trường Chinh, phường Đồng Xuân, TT. Phúc Yên, Vĩnh Phúc",Vĩnh Phúc,61,Vĩnh Phúc
KH-00307,DOANH NGHIỆP TW THIÊN AN,"Nguyễn Bình, Khu 3, Phường Đông Triều, TX Đông Triều, Tỉnh Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00308,CÔNG TY TNHH THIÊN AN,Cường Tráng - An Thịnh - Lương Tài - Bắc Ninh,Bắc Ninh,7,Bắc Ninh
KH-00309,CÔNG TY CỔ PHẦN PHÚC AN,"Phao Sơn, phường Phả Lại, TP. Chí Linh, Hải Dương",Hải Dương,26,Hải Dương
KH-00310,HỘ KINH DOANH VẠN LỢI,"khu Minh Khai, phường Đại Yên, TP. Hạ Long, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00311,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,"Lý Bôn, Phường Cẩm Đông, TP Cẩm Phả, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00312,DOANH NGHIỆP TW HOÀ BÌNH,"phố Vườn Trầu, phường Trần Phú, Móng Cái, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00313,DOANH NGHIỆP TW BÌNH MINH,"phố Yên Sở, tổ 7, phường Yên Sở, quận Hoàng Mai, thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00314,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,"Tú Sơn, Kiến Thụy, Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00315,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,"đường Nguyễn Tất Thành, Phường Định Trung, Thành phố Vĩnh Yên, Vĩnh Phúc",Vĩnh Phúc,61,Vĩnh Phúc
KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,"Nguyễn Trãi, Thanh Xuân, Hà Nội",Hà Nội,1,Hà Nội
KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,"Tây Tựu, Thượng Cát, Bắc Từ Liêm, Hà Nội",Hà Nội,1,Hà Nội
KH-00318,HỘ KINH DOANH BÌNH MINH,"Tiểu khu 4, thị trấn Mai Châu, huyện Mai Châu, tỉnh Hòa Bình",Hòa Bình,29,Hòa Bình
KH-00319,CỬA HÀNG XE ĐẠP QUANG VINH,"đường Điện Biên 1, P. Lê Lợi, TP Hưng Yên",Điện Biên,19,Điện Biên
KH-00320,HỘ KINH DOANH PHÚC AN,"Đường Đa Tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",Hà Nội,1,Hà Nội
KH-00321,CỬA HÀNG XE ĐẠP VIỆT ANH,"Lê Lợi, Phường Gia Viên, Quận Ngô Quyền, Thành phố Hải Phòng, Việt Nam",Hải Phòng,27,Hải Phòng
KH-00322,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,"Khu Phố, Tân Hòa, thị trấn Vĩnh Bảo, Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00323,CÔNG TY CỔ PHẦN PHÚ THỊNH,"Khối kim Tân , Phường Hoà Hiếu , Thị Xã Thái Hoà , Tỉnh Nghệ An",Nghệ An,40,Nghệ An
KH-00324,CÔNG TY CỔ PHẦN ĐÔNG NAM,"Lý Thường Kiệt, Cửa Ông, Cẩm Phả, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00325,HỘ KINH DOANH THANH BÌNH,"Số 568+570, đường Nguyễn Văn Cừ, Tổ 11, Khu 9, Phường Hồng Hà, Thành phố Hạ Long, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00326,CỬA HÀNG XE ĐẠP VĨNH PHÁT,"đường Tô Hiệu, phường Cẩm Trung, TP Cẩm Phả, Quảng NinhSố",Quảng Ninh,48,Quảng Ninh
KH-00327,CÔNG TY TNHH MẶT TRỜI,"Phố Tân Hoa, thị trấn Thổ Tang, Vĩnh Phúc",Vĩnh Phúc,61,Vĩnh Phúc
KH-00328,CÔNG TY CỔ PHẦN PHÚC AN,"TDP Tích Cực,  TT Hợp Châu,  huyện Tam Đảo,  tỉnh Vĩnh Phúc",Vĩnh Phúc,61,Vĩnh Phúc
KH-00329,HỘ KINH DOANH TRÍ ĐỨC,"UBND Phường Mỹ Đình 2, Quận Nam Từ Liêm, TP. Hà Nội",Hà Nội,1,Hà Nội
KH-00330,CÔNG TY TNHH THIÊN AN,"Đồng Kem, Đồng Yên, Bắc Quang, Hà Giang",Hà Giang,23,Hà Giang
KH-00331,HỘ KINH DOANH ĐẠI DƯƠNG,"đường Trần Phú, tổ 11, Phường Trần Phú, TP Hà Giang, Tỉnh Hà Giang, Việt Nam",Hà Giang,23,Hà Giang
KH-00332,DOANH NGHIỆP TW TOÀN THẮNG,"Phố Nỷ, Truy Giã, Sóc Sơn, Hà Nội",Hà Nội,1,Hà Nội
KH-00333,DOANH NGHIỆP TW ĐÔNG NAM,"khu Trung Phú, Thị trấn Hậu Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,55,Thanh Hóa
KH-00334,HỘ KINH DOANH YÊN BÌNH,"444 Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Hà Nội,1,Hà Nội
KH-00335,CÔNG TY CỔ PHẦN THUỶ TIÊN,"khu đất dịch vụ cụm công nghiệp Lai Xá, Xã Hoài Đức, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00336,CÔNG TY CỔ PHẦN LONG PHÚ,"Khu Thái Bảo, Phường Nam Sơn, Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00337,DOANH NGHIỆP TW VĨNH PHÁT,"Ngõ 6 phố Kim Đồng, Phường Hoàng Mai, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,"đường Vạn Xuân, Thôn Cựu Quán, Xã Hoài Đức, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00339,CỬA HÀNG XE ĐẠP ĐẠI LỢI,"phố Ngọc Lâm, Phường Bồ Đề, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00340,CÔNG TY TNHH THANH BÌNH,"Bà Triệu, Phường Cửa Nam, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,"Đường Điện Biên, Phường Đông A, Tỉnh Ninh Bình, Việt Nam",Điện Biên,19,Điện Biên
KH-00342,HỘ KINH DOANH VĨNH PHÁT,"phố Vác, Xã Dân Hòa, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00343,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,"Thôn Tân Ngữ 2, Xã Yên Định, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00344,CÔNG TY TNHH PHÚC AN,"TDP Tảo Phú, Xã Tam Hồng, Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00345,DOANH NGHIỆP TW PHÚ THỊNH,"Xã Thổ Tang, Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00346,DOANH NGHIỆP TW TRƯỜNG THỊNH,"SN19, Đường Hùng Vương, Phường Vĩnh Yên, Tỉnh Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00347,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,"Phố Tân Hoa, Thị Trấn Thổ Tang, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc, Việt Nam",Vĩnh Phúc,61,Vĩnh Phúc
KH-00348,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,"Tiểu khu 3 - Thị trấn Hà trung, Xã Hà Trung, Tỉnh Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00349,HỘ KINH DOANH TRƯỜNG THỊNH,"Khu Tái Định Cư Tiên Dược - Mai Đình, Xã Sóc Sơn, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00350,CÔNG TY TNHH BÌNH MINH,"Đường 2, Xã Sóc Sơn, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00351,CÔNG TY TNHH AN PHÁT,"khu phố Minh Khai, Phường Từ Sơn, Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00352,CỬA HÀNG XE ĐẠP LONG PHÚ,"khu 3B, Phường Việt Hưng, Tỉnh Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00353,CỬA HÀNG XE ĐẠP THANH BÌNH,"Xã Đông Anh, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00354,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,"Phường Tích Lương, Thái Nguyên",Thái Nguyên,54,Thái Nguyên
KH-00355,DOANH NGHIỆP TW PHÚC AN,"135-QL 1A-Khu 1, Phường Quang Trung, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00356,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,"Khu 2, Xã Kim Tân, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00357,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,"Ngô Quyền, Phường Trung Sơn, Thành Phố Sầm Sơn, Thanh Hoá",Thanh Hóa,55,Thanh Hóa
KH-00358,CÔNG TY TNHH SƠN HÀ,"Đường 7, thôn Bắc Sơn, Xã Hà Long, Tỉnh Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,"Thửa đất số 223-1 , Tờ bản đồ số 07, Đường 422, Thôn Lũng Kênh, Xã Hoài Đức, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00360,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,"QL 45,Phố Kiểu, Xã Yên Trường, Tỉnh Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00361,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,"tổ dân phố Hồng Ngự, Phường Thụy Phương, Quận Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00362,HỘ KINH DOANH MẶT TRỜI,"Tòa nhà Mitec, Lô E2, Khu đô thị mới Cầu Giấy,Phường Yên Hoà,Quận Cầu Giấy, Hà Nội,Việt Nam",Hà Nội,1,Hà Nội
KH-00363,HỘ KINH DOANH ĐẠI LỢI,"Đường Trần Hưng Đạo, Phường Kinh Môn, Thành phố Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00364,DOANH NGHIỆP TW XUÂN MAI,"Phường Việt Hòa, TP Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00365,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,"Nguyễn Trãi -Thanh xuân Trung, Phường Khương Đình, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00366,HỘ KINH DOANH THIÊN AN,"Xã Diễn Trường, Huyện Diễn Châu, Nghệ An",Nghệ An,40,Nghệ An
KH-00367,CÔNG TY CỔ PHẦN ĐÔNG NAM,"Hòa Bình, Phường Ngọc Sơn, Tỉnh Thanh Hóa",Hòa Bình,29,Hòa Bình
KH-00368,HỘ KINH DOANH HOÀ BÌNH,"Nhà bà Hoàng Thị Bẩy, Khu X2, Thôn Đông Trù, Xã Đông Anh, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00369,CÔNG TY TNHH VẠN LỢI,"Hà Huy Tập, Xã Phù Đổng, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00370,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,"Phường Phượng Sơn, Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00371,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,"Thửa 159, tờ bản đồ 25, tổ dân phố 3, Phường Yên Dũng, Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00372,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,"Quốc lộ 47, thôn Nhật Quả, Xã Thọ Phú, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00373,DOANH NGHIỆP TW THIÊN AN,"Thôn Nho Lâm - Tân Lập, Xã Yên Mỹ, Tỉnh Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00374,CÔNG TY CỔ PHẦN XÂY DỰNG,"Xã Yên Mỹ, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00375,CÔNG TY TNHH ĐẠI DƯƠNG,"Xuân Thuỷ, Phường Cầu Giấy, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00376,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,"Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Hà Nội,1,Hà Nội
KH-00377,DOANH NGHIỆP TW PHÚ THỊNH,"Đường Đa Tốn, Xã Bát Tràng, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00378,CỬA HÀNG XE ĐẠP VĨNH PHÁT,"Nguyễn Đức Thuận, Xã Gia Lâm, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00379,CÔNG TY TNHH MINH PHƯƠNG,"Tân Sơn 9, Xã Phú Bình, Tỉnh Thái Nguyên",Thái Nguyên,54,Thái Nguyên
KH-00380,DOANH NGHIỆP TW HÙNG CƯỜNG,Tỉnh Ninh Bình,Ninh Bình,41,Ninh Bình
KH-00381,DOANH NGHIỆP TW TÚ ANH,"Phố phú hoà - Thị trấn Hoà Mạc, Phường Hòa Mạc(Hết hiệu lực), Tỉnh Ninh Bình",Ninh Bình,41,Ninh Bình
KH-00382,CÔNG TY TNHH LÊ ANH,"Xã Yên Cường, Tỉnh Ninh Bình",Ninh Bình,41,Ninh Bình
KH-00383,HỘ KINH DOANH VẠN LỢI,"Thị Trấn Gôi, Xã Vụ Bản, Ninh Bình",Ninh Bình,41,Ninh Bình
KH-00384,CỬA HÀNG XE ĐẠP PHÚC AN,"Khu dân cư Thái Học 1, Phường Chu Văn An, TP Hải Phòng",Hải Phòng,27,Hải Phòng
KH-00385,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,"Lê Thanh Nghị, Phường Lê Thanh Nghị, Thành phố Hải Dương, Hải Dương",Hải Dương,26,Hải Dương
KH-00386,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,"Thụy Sơn 2, Phường Tân Sơn, Thị Xã Kim Bảng, Tỉnh Hà Nam, Việt Nam",Hà Nam,24,Hà Nam
KH-00387,CÔNG TY CỔ PHẦN THANH BÌNH,"Khu Dương Xá 3, phường Kinh Bắc, Tỉnh Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00388,CÔNG TY CỔ PHẦN MẶT TRỜI,"đường Đê La Thành, Phường Ô Chợ Dừa, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00389,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,"Đường Đình Hương, Phường Đông Cương, Thành phố Thanh Hoá, Tỉnh Thanh Hoá",Thanh Hóa,55,Thanh Hóa
KH-00436,CÔNG TY TNHH XÂY DỰNG,"xã Tân Lập, huyện Yên Mỹ, tỉnh Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00390,HỘ KINH DOANH ĐẠI LỢI,"đường Cổ Vân, Khu Trung, Thôn Dục Nội, Xã Đông Anh, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00391,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,"Xã Đức Thọ, Hà Tĩnh",Hà Tĩnh,25,Hà Tĩnh
KH-00392,HỘ KINH DOANH SƠN HÀ,"7, Xã Đức Thọ, Hà Tĩnh",Hà Tĩnh,25,Hà Tĩnh
KH-00393,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,"thôn 1, Xã Kim Tân, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00394,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,"TDP Cửa Hà, Xã Cẩm Thủy, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00395,HỘ KINH DOANH TÂY BẮC,"Ki ốt số 6,7 Chợ Mọc , Phố Mới, Xã Tân Yên, Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00396,CÔNG TY CỔ PHẦN VIỆT ANH,"TDP Trung Nghĩa, Phường Chũ, Tỉnh Bắc Ninh",Bắc Ninh,7,Bắc Ninh
KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,"hoàng liên, Phường Lào Cai, Tỉnh Lào Cai",Lào Cai,37,Lào Cai
KH-00398,CÔNG TY TNHH PHÚC AN,"Tôn Đức Thắng, Phường Hòa Khánh, TP Đà Nẵng",Đà Nẵng,16,Đà Nẵng
KH-00399,CÔNG TY TNHH ĐẠI LỢI,"ngõ 562, đường Trần Cung, Phường Xuân Đỉnh, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00400,CÔNG TY TNHH XÂY DỰNG,"C4/110, KP 3, Khu dân cư An Bình, Phường Trấn Biên, Đồng Nai",Đồng Nai,20,Đồng Nai
KH-00401,HỘ KINH DOANH THUỶ TIÊN,"Khu Miếu Môn, Xã Trần Phú, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00402,CÔNG TY CỔ PHẦN ĐẠI LỢI,"Ngô Gia Tự, Phường Việt Hưng, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00403,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,"đường Quang Trung, tiểu khu 3, Phường Tĩnh Gia, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00404,HỘ KINH DOANH PHÚ THỊNH,"phố Hoà Bình, Phường Ngọc Sơn, Tỉnh Thanh Hóa",Hòa Bình,29,Hòa Bình
KH-00405,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,"đường ĐH-HH33, thôn 6, Xã Hoằng Thanh, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00406,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,"Ngõ xóm Chùa, Thôn Lôi Cầu, Xã Việt Tiến, Tỉnh Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00407,DOANH NGHIỆP TW LONG PHÚ,"Yên Thế, Hòa An, Phường An Khê, Thành phố Đà Nẵng",Đà Nẵng,16,Đà Nẵng
KH-00408,CÔNG TY CỔ PHẦN MINH PHƯƠNG,"Đường ĐH-HH.25, Thôn 1, Xã Hoằng Thành, tỉnh Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00409,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,"Thôn 4B, Xã Thọ Phú, Huyện Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,55,Thanh Hóa
KH-00410,CỬA HÀNG XE ĐẠP NAM TIẾN,"Xã Đức Châu, Nghệ An",Nghệ An,40,Nghệ An
KH-00411,CỬA HÀNG XE ĐẠP MẶT TRỜI,"Phòng 808, toà nhà C8 Đại Cồ Việt, Phường Bách Khoa,Quận Hai Bà Trưng, TP Hà Nội,Việt Nam",Hà Nội,1,Hà Nội
KH-00412,CÔNG TY TNHH TRÍ ĐỨC,"Đường D2 - Khu D - Khu công nghiệp Phố Nối A, Xã Như Quỳnh, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00413,CÔNG TY CỔ PHẦN CHI THÀNH,"Điện biên Phủ, Phường Hồng Bàng, TP Hải Phòng",Điện Biên,19,Điện Biên
KH-00414,HỘ KINH DOANH ĐẠI LỢI,"Nhà số 7, đường Tam Đạc 2, cụm 7, xã Liên Minh, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00416,DOANH NGHIỆP TW HOÀ BÌNH,"Khu 3, Phường Đông Triều, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00417,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,"Đường Mạc Đăng Dung, Khu Tân Thành, Phường Đông Mai, Quảng Ninh, Việt Nam",Quảng Ninh,48,Quảng Ninh
KH-00418,CÔNG TY CỔ PHẦN PHÚ THỊNH,"Xã Tam Hưng, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00419,DOANH NGHIỆP TW ĐẠI DƯƠNG,"ngách 6, Ngõ 13 Tả Thanh Oai, Xã Đại Thanh, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00420,CÔNG TY CỔ PHẦN QUANG VINH,"Trần Kế Xương, Phường Hải Châu, Thành phố Đà Nẵng",Đà Nẵng,16,Đà Nẵng
KH-00421,DOANH NGHIỆP TW YÊN BÌNH,"tổ 15, phường Phương Lâm, thành phố Hòa Bình, tỉnh Hòa Bình",Hòa Bình,29,Hòa Bình
KH-00422,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,"Khu D, Xã Sóc Sơn, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00423,DOANH NGHIỆP TW THIÊN AN,"đường Thân Nhân Trung, phường Bích Động, Thị xã Việt Yên, Tỉnh Bắc Giang",Bắc Giang,5,Bắc Giang
KH-00424,CÔNG TY TNHH TRÍ ĐỨC,"Tổ 10, Thôn Xuân Thủy, Xã Xuân Mai, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00425,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,"14, MBQH 06, đường Kim Xuân, thôn 1 Nghĩa Trang, Xã Hoằng Phú, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00426,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,"TDP 4, Phường Phổ Yên, Thái Nguyên",Thái Nguyên,54,Thái Nguyên
KH-00427,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,"Phường Láng, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00428,CỬA HÀNG XE ĐẠP NAM TIẾN,"khu 6, Phường Hồng Gai, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00429,CỬA HÀNG XE ĐẠP XUÂN MAI,"thôn Làng, Xã Thống Nhất, Quảng Ninh",Quảng Ninh,48,Quảng Ninh
KH-00430,CÔNG TY CỔ PHẦN BÌNH MINH,"Xã Vân Đình, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00431,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,"Tử Dương, Xã Chương Dương, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00432,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,"Xã Đại Xuyên, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00433,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,"Tk Phú Mỹ, Xã Phú Xuyên, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00434,HỘ KINH DOANH TRƯỜNG THỊNH,"TDP 15, Phường Tây Tựu, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00435,DOANH NGHIỆP TW NGỌC ANH,"TDP Chợ, đường Đại Mỗ, Phường Tây Mỗ, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00437,DOANH NGHIỆP TW HÙNG CƯỜNG,"Dương Xá, Phường Thượng Hồng, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00438,CỬA HÀNG XE ĐẠP ĐẠI LỢI,"Xã Khoái Châu, Hưng Yên",Hưng Yên,31,Hưng Yên
KH-00439,DOANH NGHIỆP TW THUỶ TIÊN,"Khối Xuân Khoa, Xã Vạn An, Tỉnh Nghệ An",Nghệ An,40,Nghệ An
KH-00440,CÔNG TY TNHH THƯƠNG MẠI ĐÔNG NAM,"đường Tây Tựu, Phường Thượng Cát, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00441,CỬA HÀNG XE ĐẠP NGỌC ANH,"Xuân Giang, Xã Nghi Xuân, Hà Tĩnh",An Giang,2,An Giang
KH-00442,CÔNG TY TNHH HOÀ BÌNH,"TDP 3 Đoài, Xã Yên Lạc, Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00443,CÔNG TY TNHH HÙNG CƯỜNG,"Khu Tân Bình, Xã Xuân Mai, TP Hà Nội",Hà Nội,1,Hà Nội
KH-00444,CÔNG TY TNHH THƯƠNG MẠI SÁN LẠP,"đường Cao Lỗ, Thôn Phan Xá, Xã Đông Anh, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00445,CÔNG TY CỔ PHẦN TÂN TIẾN,"Thạch Trụ Tây, Xã Lân Phong, Tỉnh Quảng Ngãi",Quảng Ngãi,47,Quảng Ngãi
KH-00446,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,"Hùng Vương, Phường Nam Đông Hà, Quảng Trị",Quảng Trị,49,Quảng Trị
KH-00447,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,"Phường Chương Mỹ, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00448,CÔNG TY TNHH THUỶ TIÊN,"Tiểu khu Phú Gia, Thị Trấn Phú Minh, Huyện Phú Xuyên, Thành phố Hà Nội, Việt Nam",Hà Nội,1,Hà Nội
KH-00449,CÔNG TY CỔ PHẦN THUỶ TIÊN,"Khu 5, Xã Phù Ninh, Tỉnh Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00450,HỘ KINH DOANH QUANG VINH,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,55,Thanh Hóa
KH-00451,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,"TDP Tân Lập, Xã Bình Thuyền, Tỉnh Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00452,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,"Phố Giắt, Xã Triệu Sơn, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00453,CÔNG TY TNHH YÊN BÌNH,"Xã Phú Sơn, Tỉnh Ninh Bình",Ninh Bình,41,Ninh Bình
KH-00454,HỘ KINH DOANH LONG PHÚ,"Phố Đồng Tâm, Xã Đoan Hùng, Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00455,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,"Trần Phú, Xã Hương Khê, Hà Tĩnh",Hà Tĩnh,25,Hà Tĩnh
KH-00456,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,"đường Nguyễn Đổng Chi, TDP 1, Phường Nam Hồng Lĩnh, Hà Tĩnh",Hà Tĩnh,25,Hà Tĩnh
KH-00457,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,"Xã Đồng Tiến, Thanh Hóa",Thanh Hóa,55,Thanh Hóa
KH-00458,HỘ KINH DOANH VẠN LỢI,"An Lộc, Xã Mai Phụ, Tỉnh Hà Tĩnh",Hà Tĩnh,25,Hà Tĩnh
KH-00459,CÔNG TY CỔ PHẦN TOÀN THẮNG,"Xã Bình Minh, Thành phố Hà Nội",Hà Nội,1,Hà Nội
KH-00460,DOANH NGHIỆP TW THUỶ TIÊN,"Khu Đồng Xốc, Xã Thái Hòa, Phú Thọ",Phú Thọ,43,Phú Thọ
KH-00461,CÔNG TY TNHH THUỶ TIÊN,"Hoàng Lộc, Phường Lê Thanh Nghị, Thành phố Hải Dương, Tỉnh Hải Dương, Việt Nam",Hải Dương,26,Hải Dương
