customer_code,customer_name,tax_code,address,province_id_old,province_id,province_name_extract,region,matched_alias,mapping_status
KH-00233,DOANH NGHIỆP TW CHI THÀNH,123593132,"xã Thái Thịnh, huyện Thái Thụy, tỉnh Thái Bình",,53,Thái Bình,Miền Bắc,thai binh,MATCHED_REGEX
KH-00234,CÔNG TY TNHH KHẢI HOÀN,217737068,"xã Nam Hồng, huyện Tiền Hải, tỉnh Thái Bình",,53,Thái Bình,Miền Bắc,thai binh,MATCHED_REGEX
KH-00235,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,105160211,"Non Côi, thị trấn Gôi, Vụ Bản, Nam Định",,39,Nam Định,Miền Bắc,nam dinh,MATCHED_REGEX
KH-00236,CỬA HÀNG XE ĐẠP ĐÔNG NAM,217142706,"TDP Phượng Bãi, Phường Biên Giang, Quận Hà Đông, Thành Phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00237,DOANH NGHIỆP TW LÊ ANH,161299933,"đường chiến thắng Sông Lô, tổ 2, Phường Tân Quang, Thành Phố Tuyên Quang, Tỉnh Tuyên Quang, Việt Nam",,59,Tuyên Quang,Miền Bắc,tuyen quang,MATCHED_REGEX
KH-00238,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,147049044,"đường Hùng Vương, phường Bến Gót, TP. Việt Trì, Phú Thọ",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00239,HỘ KINH DOANH THANH BÌNH,148801609,"Khối Thanh Chiếm, Phường Thanh Hà, Thành phố Hội An, Quảng Nam",,46,Quảng Nam,Miền Trung,quang nam,MATCHED_REGEX
KH-00240,CÔNG TY CỔ PHẦN TRÍ ĐỨC,237517524,"Tiểu khu Cơ Quan, thị trấn NT Mộc Châu, huyện Mộc Châu, tỉnh Sơn La",,51,Sơn La,Miền Bắc,son la,MATCHED_REGEX
KH-00241,HỘ KINH DOANH PHÚ THỊNH,192164254,"tổ dân phố 4, phường Ba Hàng, thị xã Phổ Yên, tỉnh Thái Nguyên",,54,Thái Nguyên,Miền Bắc,thai nguyen,MATCHED_REGEX
KH-00242,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,110114235,"Tổ 4,  Phường Sông Cầu, Thành Phố Bắc Kạn, Bắc Kạn",,6,Bắc Kạn,Miền Bắc,bac kan,MATCHED_REGEX
KH-00243,HỘ KINH DOANH VĨNH PHÁT,111349819,"Xã Bình Nghĩa, Huyện Bình Lục, Tỉnh Hà Nam",,24,Hà Nam,Miền Bắc,ha nam,MATCHED_REGEX
KH-00244,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,108124786,"khu 2- trạm thản, Xã Trạm Thản, Huyện Phù Ninh, Tỉnh Phú Thọ, Việt Nam",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00245,CỬA HÀNG XE ĐẠP TÂN TIẾN,231779921,"Hồng Hà, Phường Chương Dương, Quận Hoàn Kiếm, Thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00246,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,240327631,"Thụy Khuê, Xã Sài Sơn, Huyện Quốc Oai, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00247,HỘ KINH DOANH NGỌC ANH,126842694,"Nho Lâm, Tân Lập, Yên Mỹ, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00248,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,161131229,"Khối 5, ngã tư thị trấn Cầu Giát, huyện Quỳnh Lưu, Nghệ An",,40,Nghệ An,Miền Trung,nghe an,MATCHED_SUBSTRING_PRIMARY
KH-00249,HỘ KINH DOANH PHÚC AN,207216600,"Ngã tư Chợ Túc, xã Xuân Lâm, huyện Tĩnh Gia, tỉnh Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00250,DOANH NGHIỆP TW XUÂN MAI,241026555,"đường Nguyễn Trãi, phường Thanh Xuân, quận Thanh Xuân, thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00251,HỘ KINH DOANH KHẢI HOÀN,103868186,"Tân Việt, Xã Tân Việt, Huyện Yên Mỹ, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00252,CÔNG TY TNHH TÂY BẮC,279246114,"xã Hữu Văn, Chương Mỹ, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00253,CÔNG TY TNHH YÊN BÌNH,250081077,"Nhà số 7, Khu đấu giá Đồng Đỗ, Tổ 13, Phường Thượng Thanh, Quận Long Biên, Thành phố Hà Nội, Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00254,CỬA HÀNG XE ĐẠP ĐÔNG NAM,212857192,"đường Lê Công Thanh, P. HBT, TP Phủ Lý, Hà Nam",,24,Hà Nam,Miền Bắc,ha nam,MATCHED_REGEX
KH-00255,CÔNG TY TNHH PHÚ THỊNH,222050767,"Tân An, Thanh Hà, Hải Dương",,26,Hải Dương,Miền Bắc,hai duong,MATCHED_SUBSTRING_PRIMARY
KH-00256,CÔNG TY TNHH XUÂN MAI,259666683,"đường 70, xã Tân Triều, huyện Thanh Trì, thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00257,HỘ KINH DOANH PHÚC AN,229248753,"phố Trương Công Giai, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00258,CỬA HÀNG XE ĐẠP HOÀ BÌNH,269035225,"phố Xã Đàn, Phường Nam Đồng, Quận Đống đa, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00259,DOANH NGHIỆP TW MINH PHƯƠNG,175351245,"Kim Nỗ, Đông Anh, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,259118009,Sóc Sơn-Hà Nội,,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00261,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,154365715,"TDP Nhuệ Giang, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00262,CÔNG TY TNHH VIỆT ANH,285823149,"thôn Bạch Trữ, xã Tiến Thắng, Mê Linh, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00263,DOANH NGHIỆP TW TRƯỜNG THỊNH,288236004,"TK 2, Thị trấn Thiệu Hóa, Huyện Thiệu Hoá, Thanh Hoá",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00264,DOANH NGHIỆP TW NGỌC ANH,194538931,"Xả Hải Châu , Thị Xã Nghi Sơn , Tỉnh Thanh Hoá",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00265,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,178845373,phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,,53,Thái Bình,Miền Bắc,thai binh,MATCHED_REGEX
KH-00266,CỬA HÀNG XE ĐẠP TÂN TIẾN,233350259,"Thị trấn Xuân Trường, huyện Xuân Trường, tỉnh Nam Định",,39,Nam Định,Miền Bắc,nam dinh,MATCHED_REGEX
KH-00267,CÔNG TY CỔ PHẦN HÙNG CƯỜNG,118237892,"Đội 16, Yên Cường, Ý Yên, Nam Định",,39,Nam Định,Miền Bắc,nam dinh,MATCHED_REGEX
KH-00268,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,141539439,"tổ dân phố Văn Giang, Thị trấn Đại Nghĩa, Huyện Mỹ Đức, Thành phố Hà Nội, Việt Nam",,2,An Giang,Miền Nam,an giang,MATCHED_SUBSTRING_PRIMARY
KH-00269,HỘ KINH DOANH AN PHÁT,154542056,"Khu 8, thị trấn Hạ Hòa, Hạ Hòa, Phú Thọ",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00270,DOANH NGHIỆP TW TÚ ANH,287515890,"Khu 22, Hoàng Xá, Xã Hoàng Xá, Huyện Thanh Thuỷ, Tỉnh Phú Thọ, Việt Nam",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00271,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,119915097,"TDP 15, Phường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00272,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,199890094,"Phố Chợ Lầm, thị trấn Tam Hồng, Yên Lạc, Vĩnh Phúc",,61,Vĩnh Phúc,Miền Bắc,vinh phuc,MATCHED_REGEX
KH-00273,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,128707561,"Hợp lý, Xã Hợp Lý, Huyện Lập Thạch, Tỉnh Vĩnh Phúc, Việt Nam",,61,Vĩnh Phúc,Miền Bắc,vinh phuc,MATCHED_REGEX
KH-00274,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,157173967,"Khu 4, thị trấn Tứ Trưng, Vĩnh Tường, Vĩnh Phúc",,61,Vĩnh Phúc,Miền Bắc,vinh phuc,MATCHED_REGEX
KH-00275,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,132784515,"xã Kỳ Phú, huyện Đại Từ, Thái Nguyên",,54,Thái Nguyên,Miền Bắc,thai nguyen,MATCHED_REGEX
KH-00276,CÔNG TY TNHH VẠN LỢI,256134024,"Ngọc Lâm, Long Biên, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,198044771,"Khối 1, Phường Hồng Sơn, Thành phố Vinh, Nghệ An",,40,Nghệ An,Miền Trung,nghe an,MATCHED_SUBSTRING_PRIMARY
KH-00278,CÔNG TY TNHH QUANG VINH,235125313,"Cổng chợ Đường 2, Phủ Lỗ, Sóc Sơn, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00279,CỬA HÀNG XE ĐẠP CHI THÀNH,204617798,"Ki ốt số 14 Chợ Hòa Mạc, phố Phú Hòa, thị trấn Hòa Mạc, huyện Duy Tiên, tỉnh Hà Nam",,24,Hà Nam,Miền Bắc,ha nam,MATCHED_REGEX
KH-00280,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,121060925,"xã Yên Bắc, Duy Tiên, Hà Nam",,24,Hà Nam,Miền Bắc,ha nam,MATCHED_REGEX
KH-00281,CỬA HÀNG XE ĐẠP PHÚC AN,278081212,"Trần Hưng Đạo , Phường Quảng Tiến , TP Sầm Sơn , Tỉnh Thanh Hoá",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00282,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,196629011,"xã Ngũ Hiệp, quận Thanh Trì, thành phố Hà Nội.",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00283,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,247282250,"Bồ Thời, Hồng Tiến, Khoái Châu, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00284,HỘ KINH DOANH NGỌC ANH,196142234,"Ngã 35, Tứ Mỹ, Phùng Chí Kiên, Mỹ Hào, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00285,CÔNG TY TNHH ĐÔNG NAM,213161347,"thị trấn Quốc Oai, Quốc Oai, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00286,DOANH NGHIỆP TW VIỆT ANH,238527107,"Liễu Giai, Cống Vị, Ba Đình, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00287,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,197348849,"Khu phố 1 ,Thị trấn Hương Canh,Huyện Bình Xuyên, Tỉnh Vĩnh Phúc,Việt Nam",,61,Vĩnh Phúc,Miền Bắc,vinh phuc,MATCHED_REGEX
KH-00288,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,145372018,"Khối Bắc Mỹ, phường Quỳnh Thiện, thị xã Hoàng Mai, tỉnh Nghệ An",,40,Nghệ An,Miền Trung,nghe an,MATCHED_SUBSTRING_PRIMARY
KH-00289,CÔNG TY CỔ PHẦN KHẢI HOÀN,126020636,"Ga Lạc Đạo, Văn Lâm, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00290,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,173776390,"đường Nguyễn Lương Bằng, TT. Kim Động, Hưng Yên",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00291,CÔNG TY TNHH VĨNH PHÁT,283932296,"Xã Đức Lý, Huyện Lý Nhân, Tỉnh Hà Nam",,24,Hà Nam,Miền Bắc,ha nam,MATCHED_REGEX
KH-00292,CÔNG TY TNHH VIỆT ANH,259690820,"phố Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00293,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,146670169,"Phòng 303, tầng 3, tòa nhà Detech, số 8 Tôn Thất Thuyết, phường Mỹ Đình 2, quận Nam Từ Liêm, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00294,HỘ KINH DOANH SÁN LẠP,180574048,"Khu Công nghiệp Đình Vũ,Phường Đông Hải 2,Quận Hải An,Thành phố Hải Phòng,Việt Nam",,27,Hải Phòng,Miền Bắc,hai phong,MATCHED_REGEX
KH-00295,DOANH NGHIỆP TW XÂY DỰNG,130031986,"Phố Mới, Xóm Thượng, Cổ Loa, Đông Anh, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00296,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,168119351,"phố Cầu Bây, Phường Sài Đồng, quận Long Biên, thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00297,CỬA HÀNG XE ĐẠP TÂY BẮC,273031726,"đường Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00298,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,116255494,"Cầu Xây, Xã Tân Dân, Huyện Sóc Sơn, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00299,CỬA HÀNG XE ĐẠP VIỆT ANH,252841289,"đường Nguyễn Tấn Thiện, Thị trấn Phổ Châu, Hương Sơn, Hà Tĩnh",,25,Hà Tĩnh,Miền Trung,ha tinh,MATCHED_REGEX
KH-00300,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,130541454,"Dương Xá, xã Dương Quang, TX. Mỹ Hào, Hưng Yên
Hưng Yên, Việt Nam",,31,Hưng Yên,Miền Bắc,hung yen,MATCHED_REGEX
KH-00301,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,170658873,"xã Thanh Sơn, huyện Kiến Thụy, thành phố Hải Phòng, Việt Nam",,27,Hải Phòng,Miền Bắc,hai phong,MATCHED_REGEX
KH-00302,CÔNG TY TNHH XÂY DỰNG,289905306,"đường Trần Phú, tổ 21, Phường Minh Khai, TP Hà Giang, Hà Giang",,23,Hà Giang,Miền Bắc,ha giang,MATCHED_REGEX
KH-00303,CÔNG TY CỔ PHẦN BÌNH MINH,140966707,"huyện Thanh Oai, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00304,DOANH NGHIỆP TW TÚ ANH,249743922,"Phú Thượng, Tây Hồ, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00305,CÔNG TY CỔ PHẦN TÂY BẮC,271894809,"chùa Thông, Phường sơn lộc, Thị Xã Sơn Tây, Thành phố Hà Nội, Việt Nam",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00306,CÔNG TY TNHH HOÀ BÌNH,296781585,"đường Trường Chinh, phường Đồng Xuân, TT. Phúc Yên, Vĩnh Phúc",,61,Vĩnh Phúc,Miền Bắc,vinh phuc,MATCHED_REGEX
KH-00307,DOANH NGHIỆP TW THIÊN AN,217123045,"Nguyễn Bình, Khu 3, Phường Đông Triều, TX Đông Triều, Tỉnh Quảng Ninh",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00308,CÔNG TY TNHH THIÊN AN,243936458,Cường Tráng - An Thịnh - Lương Tài - Bắc Ninh,,7,Bắc Ninh,Miền Bắc,bac ninh,MATCHED_REGEX
KH-00309,CÔNG TY CỔ PHẦN PHÚC AN,276149880,"Phao Sơn, phường Phả Lại, TP. Chí Linh, Hải Dương",,26,Hải Dương,Miền Bắc,hai duong,MATCHED_SUBSTRING_PRIMARY
KH-00310,HỘ KINH DOANH VẠN LỢI,226832989,"khu Minh Khai, phường Đại Yên, TP. Hạ Long, Quảng Ninh",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00311,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,130475146,"Lý Bôn, Phường Cẩm Đông, TP Cẩm Phả, Quảng Ninh",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00312,DOANH NGHIỆP TW HOÀ BÌNH,296346170,"phố Vườn Trầu, phường Trần Phú, Móng Cái, Quảng Ninh",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00313,DOANH NGHIỆP TW BÌNH MINH,119816429,"phố Yên Sở, tổ 7, phường Yên Sở, quận Hoàng Mai, thành phố Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00314,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,159486963,"Tú Sơn, Kiến Thụy, Hải Phòng",,27,Hải Phòng,Miền Bắc,hai phong,MATCHED_REGEX
KH-00315,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,176951854,"đường Nguyễn Tất Thành, Phường Định Trung, Thành phố Vĩnh Yên, Vĩnh Phúc",,61,Vĩnh Phúc,Miền Bắc,vinh phuc,MATCHED_REGEX
KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,177746222,"Nguyễn Trãi, Thanh Xuân, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,248670282,"Tây Tựu, Thượng Cát, Bắc Từ Liêm, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00318,HỘ KINH DOANH BÌNH MINH,178573967,"Tiểu khu 4, thị trấn Mai Châu, huyện Mai Châu, tỉnh Hòa Bình",,29,Hòa Bình,Miền Bắc,hoa binh,MATCHED_REGEX
KH-00319,CỬA HÀNG XE ĐẠP QUANG VINH,293341104,"đường Điện Biên 1, P. Lê Lợi, TP Hưng Yên",,19,Điện Biên,Miền Bắc,dien bien,MATCHED_REGEX
KH-00320,HỘ KINH DOANH PHÚC AN,201832088,"Đường Đa Tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00321,CỬA HÀNG XE ĐẠP VIỆT ANH,256795773,"Lê Lợi, Phường Gia Viên, Quận Ngô Quyền, Thành phố Hải Phòng, Việt Nam",,27,Hải Phòng,Miền Bắc,hai phong,MATCHED_REGEX
KH-00322,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,137979005,"Khu Phố, Tân Hòa, thị trấn Vĩnh Bảo, Hải Phòng",,27,Hải Phòng,Miền Bắc,hai phong,MATCHED_REGEX
KH-00323,CÔNG TY CỔ PHẦN PHÚ THỊNH,155433116,"Khối kim Tân , Phường Hoà Hiếu , Thị Xã Thái Hoà , Tỉnh Nghệ An",,40,Nghệ An,Miền Trung,nghe an,MATCHED_SUBSTRING_PRIMARY
KH-00324,CÔNG TY CỔ PHẦN ĐÔNG NAM,143502848,"Lý Thường Kiệt, Cửa Ông, Cẩm Phả, Quảng Ninh",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00325,HỘ KINH DOANH THANH BÌNH,101623879,"Số 568+570, đường Nguyễn Văn Cừ, Tổ 11, Khu 9, Phường Hồng Hà, Thành phố Hạ Long, Quảng Ninh",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_REGEX
KH-00326,CỬA HÀNG XE ĐẠP VĨNH PHÁT,281322516,"đường Tô Hiệu, phường Cẩm Trung, TP Cẩm Phả, Quảng NinhSố",,48,Quảng Ninh,Miền Bắc,quang ninh,MATCHED_SUBSTRING_PRIMARY
KH-00327,CÔNG TY TNHH MẶT TRỜI,260802272,"Phố Tân Hoa, thị trấn Thổ Tang, Vĩnh Phúc",,61,Vĩnh Phúc,Miền Bắc,vinh phuc,MATCHED_REGEX
KH-00328,CÔNG TY CỔ PHẦN PHÚC AN,261790186,"TDP Tích Cực,  TT Hợp Châu,  huyện Tam Đảo,  tỉnh Vĩnh Phúc",,61,Vĩnh Phúc,Miền Bắc,vinh phuc,MATCHED_REGEX
KH-00329,HỘ KINH DOANH TRÍ ĐỨC,123592140,"UBND Phường Mỹ Đình 2, Quận Nam Từ Liêm, TP. Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00330,CÔNG TY TNHH THIÊN AN,247948215,"Đồng Kem, Đồng Yên, Bắc Quang, Hà Giang",,23,Hà Giang,Miền Bắc,ha giang,MATCHED_REGEX
KH-00331,HỘ KINH DOANH ĐẠI DƯƠNG,283795180,"đường Trần Phú, tổ 11, Phường Trần Phú, TP Hà Giang, Tỉnh Hà Giang, Việt Nam",,23,Hà Giang,Miền Bắc,ha giang,MATCHED_REGEX
KH-00332,DOANH NGHIỆP TW TOÀN THẮNG,274830518,"Phố Nỷ, Truy Giã, Sóc Sơn, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00333,DOANH NGHIỆP TW ĐÔNG NAM,179009806,"khu Trung Phú, Thị trấn Hậu Lộc, Huyện Hậu Lộc, Tỉnh Thanh Hoá, Việt Nam",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00334,HỘ KINH DOANH YÊN BÌNH,279251363,"444 Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00335,CÔNG TY CỔ PHẦN THUỶ TIÊN,245446412,"khu đất dịch vụ cụm công nghiệp Lai Xá, Xã Hoài Đức, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00336,CÔNG TY CỔ PHẦN LONG PHÚ,265982781,"Khu Thái Bảo, Phường Nam Sơn, Bắc Ninh",,7,Bắc Ninh,Miền Bắc,bac ninh,MATCHED_REGEX
KH-00337,DOANH NGHIỆP TW VĨNH PHÁT,181315422,"Ngõ 6 phố Kim Đồng, Phường Hoàng Mai, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,105330405,"đường Vạn Xuân, Thôn Cựu Quán, Xã Hoài Đức, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00339,CỬA HÀNG XE ĐẠP ĐẠI LỢI,201307366,"phố Ngọc Lâm, Phường Bồ Đề, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00340,CÔNG TY TNHH THANH BÌNH,233786843,"Bà Triệu, Phường Cửa Nam, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00341,CỬA HÀNG XE ĐẠP VIỆT ANH,251045016,"Đường Điện Biên, Phường Đông A, Tỉnh Ninh Bình, Việt Nam",,19,Điện Biên,Miền Bắc,dien bien,MATCHED_REGEX
KH-00342,HỘ KINH DOANH VĨNH PHÁT,241299865,"phố Vác, Xã Dân Hòa, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00343,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,174408116,"Thôn Tân Ngữ 2, Xã Yên Định, Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00344,CÔNG TY TNHH PHÚC AN,277265717,"TDP Tảo Phú, Xã Tam Hồng, Phú Thọ",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00345,DOANH NGHIỆP TW PHÚ THỊNH,189269333,"Xã Thổ Tang, Phú Thọ",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00346,DOANH NGHIỆP TW TRƯỜNG THỊNH,249935091,"SN19, Đường Hùng Vương, Phường Vĩnh Yên, Tỉnh Phú Thọ",,43,Phú Thọ,Miền Bắc,phu tho,MATCHED_REGEX
KH-00347,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,155019036,"Phố Tân Hoa, Thị Trấn Thổ Tang, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc, Việt Nam",,61,Vĩnh Phúc,Miền Bắc,vinh phuc,MATCHED_REGEX
KH-00348,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,198501882,"Tiểu khu 3 - Thị trấn Hà trung, Xã Hà Trung, Tỉnh Thanh Hóa",,55,Thanh Hóa,Miền Trung,thanh hoa,MATCHED_REGEX
KH-00349,HỘ KINH DOANH TRƯỜNG THỊNH,265371689,"Khu Tái Định Cư Tiên Dược - Mai Đình, Xã Sóc Sơn, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
KH-00350,CÔNG TY TNHH BÌNH MINH,208593833,"Đường 2, Xã Sóc Sơn, TP Hà Nội",,1,Hà Nội,Miền Bắc,ha noi,MATCHED_SUBSTRING_PRIMARY
