order_id,so_number,product_code,quantity,unit_price,line_total
,BH26.1351,1000220020090000,6,943888,5663328
,BH26.1351,000217003001000,3,1591666,4774998
,BH26.1351,000217003008000,2,1591666,3183332
,BH26.1351,000125002009000,3,1310555,3931665
,BH26.1351,000125002013000,2,1310555,2621110
,BH26.1351,000125002023000,2,1310555,2621110
,BH26.1351,000125002002000,2,1310555,2621110
,BH26.1351,1000270020220000,2,943888,1887776
,BH26.1351,1000210020090000,5,882777,4413885
,BH26.1351,1000220020220000,2,943888,1887776
,BH26.1351,000116002023000,2,787037,1574074
,BH26.1353,000217003001000,1,1591666,1591666
,BH26.1353,1000210020090000,5,882777,4413885
,BH26.1353,1000220020090000,1,943888,943888
,BH26.1353,000217003001000,2,1591666,3183332
,BH26.1353,000217003008000,3,1591666,4774998
,BH26.1353,000125002009000,2,1310555,2621110
,BH26.1353,000125002013000,2,1310555,2621110
,BH26.1353,000125002023000,2,1310555,2621110
,BH26.1353,000125002002000,3,1310555,3931665
,BH26.1353,000217003005000,1,1591666,1591666
,BH26.1353,1000270020220000,3,943888,2831664
,BH26.1353,1000220020090000,5,943888,4719440
,BH26.1353,1000220020220000,2,943888,1887776
,BH26.1353,000116002023000,2,787037,1574074
,BH26.1354,000217003001000,3,1591666,4774998
,BH26.1354,000217003008000,3,1591666,4774998
,BH26.1354,1000210020090000,10,882777,8827770
,BH26.1354,1000220020090000,6,943888,5663328
,BH26.1354,1000220020220000,1,943888,943888
,BH26.1354,000116002023000,1,787037,787037
,BH26.1355,000230002023000,1,1799444,1799444
,BH26.1355,000337002001000,1,1622222,1622222
,BH26.1355,000208002023000,5,1408333,7041665
,BH26.1355,000125002013000,1,1310555,1310555
,BH26.1355,000125002023000,1,1310555,1310555
,BH26.1355,000125002009000,2,1310555,2621110
,BH26.1355,000337002008000,1,1622222,1622222
,BH26.1355,000337002001000,1,1622222,1622222
,BH26.1356,000225002004000,5,1616111,8080555
,BH26.1356,000225002015000,5,1616111,8080555
,BH26.1356,000225002023000,5,1616111,8080555
,BH26.1357,000217003001000,4,1591666,6366664
,BH26.1357,000225002025000,2,1616111,3232222
,BH26.1357,000225002023000,1,1616111,1616111
,BH26.1357,000216003008000,1,1530555,1530555
,BH26.1357,000216002007000,2,1408333,2816666
,BH26.1357,000208002023000,5,1408333,7041665
,BH26.1358,000225002015000,2,1616111,3232222
,BH26.1358,000217003001000,3,1591666,4774998
,BH26.1358,000217003008000,3,1591666,4774998
,BH26.1358,000225002023000,1,1616111,1616111
,BH26.1358,000225002009000,1,1616111,1616111
,BH26.1359,000225002015000,1,1616111,1616111
,BH26.1359,000337002001000,1,1622222,1622222
,BH26.1359,000337002008000,1,1622222,1622222
,BH26.1359,000336002001000,1,1377777,1377777
,BH26.1359,000336002022000,1,1377777,1377777
,BH26.1359,000335002001000,1,2105000,2105000
,BH26.1359,000218002001000,1,1530555,1530555
,BH26.1359,000336002001000,1,1377777,1377777
,BH26.1359,000336002022000,1,1377777,1377777
,BH26.1359,000337002001000,1,1622222,1622222
,BH26.1359,000337002008000,1,1622222,1622222
,BH26.1360,000225002023000,5,1616111,8080555
,BH26.1360,000225002015000,5,1616111,8080555
,BH26.1360,000125002013000,1,1310555,1310555
,BH26.1360,000230002023000,5,1799444,8997220
,BH26.1360,000230002013000,2,1799444,3598888
,BH26.1360,000230002009000,2,1799444,3598888
,BH26.1360,000336002001000,5,1377777,6888885
,BH26.1360,000336002022000,3,1377777,4133331
,BH26.1360,000334002001000,1,1652777,1652777
,BH26.1360,000334002004000,1,1652777,1652777
,BH26.1360,000337002001000,1,1622222,1622222
,BH26.1360,000337002008000,1,1622222,1622222
,BH26.1360,1000270020220000,3,943888,2831664
,BH26.1361,000224002026000,1,1555000,1555000
,BH26.1361,000225002002000,4,1616111,6464444
,BH26.1361,000225002023000,4,1616111,6464444
,BH26.1361,000225002015000,2,1616111,3232222
,BH26.1361,000131002008001,2,1169907,2339814
,BH26.1361,000131002001002,3,1169907,3509721
,BH26.1362,000216003008000,1,1530555,1530555
,BH26.1362,000225002023000,5,1616111,8080555
,BH26.1362,000217003001000,1,1591666,1591666
,BH26.1362,000217003008000,1,1591666,1591666
,BH26.1362,000331002008000,1,1799444,1799444
,BH26.1362,000225002009000,2,1616111,3232222
,BH26.1362,000225002015000,5,1616111,8080555
,BH26.1362,000224002023000,1,1555000,1555000
,BH26.1362,000224002015000,1,1555000,1555000
,BH26.1362,000122002009001,2,1310555,2621110
,BH26.1362,000122002022000,2,1310555,2621110
,BH26.1362,000214004000000,1,1530555,1530555
,BH26.1362,000331002001000,1,1799444,1799444
,BH26.1362,000331002004000,1,1799444,1799444
,BH26.1362,000331002022000,1,1799444,1799444
,BH26.1362,000219002012000,8,1744444,13955552
,BH26.1362,000219002022000,7,1744444,12211108
,BH26.1366,100029005090000,2,2960555,5921110
,BH26.1366,000331002001000,4,1799444,7197776
,BH26.1366,000331002004000,1,1799444,1799444
,BH26.1366,000331002008000,4,1799444,7197776
,BH26.1366,000331002022000,1,1799444,1799444
,BH26.1366,000336002001000,1,1377777,1377777
,BH26.1366,000217003001000,1,1591666,1591666
,BH26.1366,100029005010000,1,2960555,2960555
,BH26.1366,000122002022000,3,1310555,3931665
,BH26.1366,000122002009001,4,1310555,5242220
,BH26.1366,000122002019000,3,1310555,3931665
,BH26.1368,000225002023000,1,1616111,1616111
,BH26.1368,000225002015000,1,1616111,1616111
,BH26.1368,000335002013000,1,2105000,2105000
,BH26.1368,000217003008000,1,1591666,1591666
,BH26.1368,000217003001000,1,1591666,1591666
,BH26.1368,000216003008000,1,1530555,1530555
,BH26.1368,000214004000000,1,1530555,1530555
,BH26.1368,000214004000000,1,1530555,1530555
,BH26.1368,000331002008000,1,1799444,1799444
,BH26.1368,000331002001000,1,1799444,1799444
,BH26.1368,000331002022000,1,1799444,1799444
,BH26.1368,000217003008000,1,1591666,1591666
,BH26.1368,000217003001000,1,1591666,1591666
,BH26.1368,000216003008000,1,1530555,1530555
,BH26.1368,000214004000000,2,1530555,3061110
,BH26.1368,000331002022000,1,1799444,1799444
,BH26.1368,000331002001000,1,1799444,1799444
,BH26.1369,000331002008000,5,1799444,8997220
,BH26.1369,000331002022000,1,1799444,1799444
,BH26.1369,000224002002000,1,1555000,1555000
,BH26.1369,000224002023000,1,1555000,1555000
,BH26.1369,000331002001000,5,1799444,8997220
,BH26.1369,000217003001000,1,1591666,1591666
,BH26.1371,000131002001002,5,1169907,5849535
,BH26.1371,000225002023000,5,1616111,8080555
,BH26.1371,000225002015000,5,1616111,8080555
,BH26.1371,000225002009000,3,1616111,4848333
,BH26.1371,000217003008000,2,1591666,3183332
,BH26.1371,000217003001000,5,1591666,7958330
,BH26.1371,000337002001000,4,1622222,6488888
,BH26.1371,000331002001000,5,1799444,8997220
,BH26.1371,000331002008000,5,1799444,8997220
,BH26.1371,000125002023000,1,1310555,1310555
,BH26.1371,000125002009000,3,1310555,3931665
,BH26.1372,000230002023000,5,1799444,8997220
,BH26.1372,000336002004000,1,1377777,1377777
,BH26.1372,000336002022000,2,1377777,2755554
,BH26.1373,1000240020090000,2,943888,1887776
,BH26.1373,1000270020220000,2,943888,1887776
,BH26.1374,000224002015000,3,1555000,4665000
,BH26.1374,000224002002000,1,1555000,1555000
,BH26.1374,000224002009000,1,1555000,1555000
,BH26.1374,000224002026000,1,1555000,1555000
,BH26.1374,000225002023000,4,1616111,6464444
,BH26.1374,000225002015000,3,1616111,4848333
,BH26.1374,000217003005000,2,1591666,3183332
,BH26.1375,000224002015000,5,1555000,7775000
,BH26.1375,000225002015000,5,1616111,8080555
,BH26.1375,000224002023000,5,1555000,7775000
,BH26.1375,000225002023000,5,1616111,8080555
,BH26.1375,000336002001000,2,1377777,2755554
,BH26.1376,000125002013000,2,1050000,2100000
,BH26.1376,000125002009000,2,1050000,2100000
,BH26.1376,000125002002000,2,1050000,2100000
,BH26.1376,000125002023000,2,1050000,2100000
,BH26.1376,000117002023000,1,500000,500000
,BH26.1376,000105002004000,1,470000,470000
,BH26.1376,000105002013000,1,470000,470000
,BH26.1376,000122002009001,7,1050000,7350000
,BH26.1376,1060010000200000,2,650000,1300000
,BH26.1376,1040010000080000,2,650000,1300000
,BH26.1376,1000250020220000,2,500000,1000000
,BH26.1376,1000240020090000,4,500000,2000000
,BH26.1376,000131002008001,5,1150000,5750000
,BH26.1376,1050010000200000,2,550000,1100000
,BH26.1376,1030010000080000,2,500000,1000000
,BH26.1376,000224002023000,3,1130000,3390000
,BH26.1376,000224002026000,8,1130000,9040000
,BH26.1376,000224002015000,5,1130000,5650000
,BH26.1376,000224002004000,3,1130000,3390000
,BH26.1376,000224002009000,1,1130000,1130000
,BH26.1376,000225002024000,3,1200000,3600000
,BH26.1376,000225002025000,15,1200000,18000000
,BH26.1376,000225002023000,14,1200000,16800000
,BH26.1376,000207004000000,4,1250000,5000000
,BH26.1376,000225002009000,3,1200000,3600000
,BH26.1376,000217003008000,8,1250000,10000000
,BH26.1376,000225002002000,3,1200000,3600000
,BH26.1376,1000240020220000,2,500000,1000000
,BH26.1376,000217003001000,7,1250000,8750000
,BH26.1376,000216003008000,1,1180000,1180000
,BH26.1376,000335002004000,2,1350000,2700000
,BH26.1376,000335002013000,1,1350000,1350000
,BH26.1376,1000230020090000,2,470000,940000
,BH26.1376,000331002008000,2,1300000,2600000
,BH26.1376,000226003014000,8,1200000,9600000
,BH26.1376,000226003023000,17,1200000,20400000
,BH26.1376,000230002009000,8,1280000,10240000
,BH26.1376,000226003015000,10,1200000,12000000
,BH26.1376,1000320050010000,14,2150000,30100000
,BH26.1376,000219002012000,1,1400000,1400000
,BH26.1376,000219002022000,4,1400000,5600000
,BH26.1376,1000400050020000,1,2150000,2150000
,BH26.1376,000334002004000,1,1210000,1210000
,BH26.1376,000226003002000,6,1200000,7200000
,BH26.1376,1000400050080010,1,2150000,2150000
,BH26.1376,1000400050200000,1,2150000,2150000
,BH26.1376,000232003009000,1,1600000,1600000
,BH26.1376,000122002019000,1,1050000,1050000
,BH26.1376,000122002022000,1,1050000,1050000
,BH26.1376,000122002024000,1,1050000,1050000
,BH26.1376,1000320050020000,2,2150000,4300000
,BH26.1376,100029005080000,3,1600000,4800000
,BH26.1376,000225002015000,4,1200000,4800000
,BH26.1376,100029005010000,2,1600000,3200000
,BH26.1376,000131002001002,2,1150000,2300000
,BH26.1376,1000270020220000,3,500000,1500000
,BH26.1376,000217002001000,2,1150000,2300000
,BH26.1376,000230002023000,1,1280000,1280000
,BH26.1376,000230002002000,1,1280000,1280000
,BH26.1376,1000320050200000,2,2150000,4300000
,BH26.1378,000125002023000,61,1050000,64050000
,BH26.1378,000131002001002,43,1150000,49450000
,BH26.1378,000131002004005,20,1150000,23000000
,BH26.1378,000131002008001,40,1150000,46000000
,BH26.1378,000131002019002,16,1150000,18400000
,BH26.1378,000207004000000,10,1250000,12500000
,BH26.1378,000208002003000,3,1100000,3300000
,BH26.1378,000208002007000,2,1100000,2200000
,BH26.1378,000208002023000,4,1100000,4400000
,BH26.1378,000209002003000,4,1150000,4600000
,BH26.1378,000209002007000,2,1150000,2300000
,BH26.1378,000209002025000,5,1150000,5750000
,BH26.1378,000214004000000,4,1250000,5000000
,BH26.1380,000225002023000,2,2583333,5166666
,BH26.1380,000217003001000,2,2583333,5166666
,BH26.1381,000225002023000,1,1616111,1616111
,BH26.1381,000217003001000,1,1591666,1591666
,BH26.1381,000230002023000,1,1799444,1799444
,BH26.1381,1000270020220000,3,943888,2831664
,BH26.1381,1000240020090000,1,943888,943888
,BH26.1381,000105002004000,1,1132407,1132407
,BH26.1381,000337002001000,1,1622222,1622222
,BH26.1381,000125002009000,2,1310555,2621110
,BH26.1381,000125002023000,1,1310555,1310555
,BH26.1381,000125002013000,1,1310555,1310555
,BH26.1381,000225002025000,1,1616111,1616111
,BH26.1381,000225002023000,1,1616111,1616111
,BH26.1381,000225002015000,2,1616111,3232222
,BH26.1381,000335002013000,1,2105000,2105000
,BH26.1381,000335002001000,1,2105000,2105000
,BH26.1381,1000400050080000,2,2960555,5921110
,BH26.1382,000225002023000,3,1616111,4848333
,BH26.1382,000225002025000,1,1616111,1616111
,BH26.1382,1000270020220000,1,943888,943888
,BH26.1382,000217003001000,1,1591666,1591666
,BH26.1382,000337002001000,1,1622222,1622222
,BH26.1382,000225002023000,1,1616111,1616111
,BH26.1382,000225002025000,1,1616111,1616111
,BH26.1382,000225002015000,2,1616111,3232222
,BH26.1382,1000270020220000,2,943888,1887776
,BH26.1382,000125002009000,2,1310555,2621110
,BH26.1382,000125002023000,2,1310555,2621110
,BH26.1382,000230002023000,1,1799444,1799444
,BH26.1382,1000400050080000,2,2960555,5921110
,BH26.1382,000331002001000,1,1799444,1799444
,BH26.1382,100029005010000,1,2960555,2960555
,BH26.1382,000335002001000,1,2105000,2105000
,BH26.1382,000335002013000,1,2105000,2105000
,BH26.1382,000336002001000,1,1377777,1377777
,BH26.1383,000224002023000,5,1555000,7775000
,BH26.1383,000208002023000,3,1408333,4224999
,BH26.1383,000331002004000,3,1799444,5398332
,BH26.1383,000331002001000,5,1799444,8997220
,BH26.1383,000331002008000,2,1799444,3598888
,BH26.1384,000219002012000,4,1744444,6977776
,BH26.1384,000224002023000,4,1555000,6220000
,BH26.1384,000224002002000,4,1555000,6220000
,BH26.1384,000224002026000,3,1555000,4665000
,BH26.1384,000224002015000,2,1555000,3110000
,BH26.1384,000331002001000,4,1799444,7197776
,BH26.1384,000331002008000,1,1799444,1799444
,BH26.1384,000216002007000,5,1408333,7041665
,BH26.1384,000219002012000,1,1744444,1744444
,BH26.1384,000219002022000,5,1744444,8722220
,BH26.1384,000217003001000,1,1591666,1591666
,BH26.1384,000217003008000,1,1591666,1591666
,BH26.1384,000224002023000,1,1555000,1555000
,BH26.1384,000224002002000,1,1555000,1555000
,BH26.1384,000224002015000,1,1555000,1555000
,BH26.1384,000225002023000,5,1616111,8080555
,BH26.1384,000225002025000,3,1616111,4848333
,BH26.1384,000225002004000,2,1616111,3232222
,BH26.1384,000225002015000,2,1616111,3232222
,BH26.1384,000217003001000,2,1591666,3183332
,BH26.1384,000331002001000,1,1799444,1799444
,BH26.1384,000331002008000,1,1799444,1799444
,BH26.1384,000331002022000,1,1799444,1799444
,BH26.1385,000336002001000,1,1377777,1377777
,BH26.1385,000219002012000,1,1744444,1744444
,BH26.1385,000219002022000,1,1744444,1744444
,BH26.1385,000331002001000,5,1799444,8997220
,BH26.1385,000331002008000,1,1799444,1799444
,BH26.1385,000331002022000,1,1799444,1799444
,BH26.1385,000331002004000,1,1799444,1799444
,BH26.1385,000224002023000,5,1555000,7775000
,BH26.1385,000224002002000,1,1555000,1555000
,BH26.1385,000224002015000,1,1555000,1555000
,BH26.1385,000225002023000,2,1616111,3232222
,BH26.1385,000225002015000,1,1616111,1616111
,BH26.1385,000225002025000,1,1616111,1616111
,BH26.1386,000224002015000,1,1555000,1555000
,BH26.1386,000225002015000,1,1616111,1616111
,BH26.1386,000225002023000,1,1616111,1616111
,BH26.1386,000103002009000,3,1262037,3786111
,BH26.1386,000103002025000,2,1262037,2524074
,BH26.1386,000122002019000,1,1310555,1310555
,BH26.1386,000122002022000,2,1310555,2621110
,BH26.1386,000224002015000,1,1555000,1555000
,BH26.1386,000224002002000,1,1555000,1555000
,BH26.1386,000224002023000,1,1555000,1555000
,BH26.1386,000219002012000,1,1744444,1744444
,BH26.1386,000219002022000,1,1744444,1744444
,BH26.1386,000230002023000,1,1799444,1799444
,BH26.1386,000224002023000,2,1555000,3110000
,BH26.1386,000331002008000,1,1799444,1799444
,BH26.1386,000331002001000,2,1799444,3598888
,BH26.1386,000219002012000,1,1744444,1744444
,BH26.1386,000224002002000,1,1555000,1555000
,BH26.1386,000331002001000,2,1799444,3598888
,BH26.1386,000331002008000,1,1799444,1799444
,BH26.1387,1010030010130000,1,6840277,6840277
,BH26.1387,000224002023000,1,1555000,1555000
,BH26.1387,000224002002000,2,1555000,3110000
,BH26.1387,000225002015000,2,1616111,3232222
,BH26.1387,000225002023000,2,1616111,3232222
,BH26.1387,000103002023000,2,1262037,2524074
,BH26.1387,000103002009000,2,1262037,2524074
,BH26.1388,000224002015000,2,1555000,3110000
,BH26.1388,000224002026000,2,1555000,3110000
,BH26.1388,000224002002000,2,1555000,3110000
,BH26.1388,000331002001000,2,1799444,3598888
,BH26.1388,000331002022000,1,1799444,1799444
,BH26.1388,000331002001000,1,1799444,1799444
,BH26.1388,000331002022000,1,1799444,1799444
,BH26.1388,000224002023000,5,1555000,7775000
,BH26.1388,000225002023000,5,1616111,8080555
,BH26.1388,000225002015000,5,1616111,8080555
,BH26.1389,000225002023000,4,1616111,6464444
,BH26.1389,000225002015000,3,1616111,4848333
,BH26.1389,000224002023000,2,1555000,3110000
,BH26.1389,000224002015000,2,1555000,3110000
,BH26.1389,000224002009000,3,1555000,4665000
,BH26.1389,000219002012000,3,1744444,5233332
,BH26.1389,000214004000000,2,1530555,3061110
,BH26.1390,000224002015000,5,1555000,7775000
,BH26.1390,000224002026000,5,1555000,7775000
,BH26.1390,000335002013000,5,2105000,10525000
,BH26.1390,000335002001000,1,2105000,2105000
,BH26.1390,000219002012000,3,1744444,5233332
,BH26.1390,000219002022000,2,1744444,3488888
,BH26.1391,000331002001000,5,1799444,8997220
,BH26.1391,000331002008000,1,1799444,1799444
,BH26.1391,000225002023000,5,1616111,8080555
,BH26.1391,000225002015000,5,1616111,8080555
,BH26.1391,000224002023000,5,1555000,7775000
,BH26.1391,000224002026000,5,1555000,7775000
,BH26.1391,000224002009000,5,1555000,7775000
,BH26.1391,000224002002000,5,1555000,7775000
,BH26.1392,000224002023000,5,1555000,7775000
,BH26.1392,000219002012000,5,1744444,8722220
,BH26.1392,000219002022000,5,1744444,8722220
,BH26.1392,000331002001000,5,1799444,8997220
,BH26.1392,000331002008000,2,1799444,3598888
,BH26.1392,000331002004000,1,1799444,1799444
,BH26.1392,000225002023000,5,1616111,8080555
,BH26.1393,000336002001000,4,1377777,5511108
,BH26.1393,000337002001000,4,1622222,6488888
,BH26.1393,000337002008000,3,1622222,4866666
,BH26.1393,000337002022000,3,1622222,4866666
,BH26.1393,000125002023000,5,1310555,6552775
,BH26.1393,000125002013000,5,1310555,6552775
,BH26.1393,000230002013000,5,1799444,8997220
,BH26.1393,000230002009000,5,1799444,8997220
,BH26.1393,000230002023000,5,1799444,8997220
,BH26.1393,000230002014000,5,1799444,8997220
,BH26.1393,000125002009000,5,1310555,6552775
,BH26.1393,000217003005000,2,1591666,3183332
,BH26.1393,000217003001000,3,1591666,4774998
,BH26.1393,000217003008000,5,1591666,7958330
,BH26.1393,000225002015000,5,1616111,8080555
,BH26.1393,000225002025000,5,1616111,8080555
,BH26.1393,000215004000000,5,1591666,7958330
,BH26.1393,000218002001000,5,1530555,7652775
,BH26.1393,000131002008001,2,1169907,2339814
,BH26.1393,000131002019002,1,1169907,1169907
,BH26.1394,000215004000000,10,1300000,13000000
,BH26.1394,000216002003000,1,1100000,1100000
,BH26.1394,000216003001000,25,1180000,29500000
,BH26.1394,000216003005000,2,1180000,2360000
,BH26.1394,000216003008000,18,1180000,21240000
,BH26.1394,000217002001000,13,1150000,14950000
,BH26.1394,000217002003000,4,1150000,4600000
,BH26.1394,000217002007000,5,1150000,5750000
,BH26.1394,000217003001000,17,1250000,21250000
,BH26.1394,000217003008000,21,1250000,26250000
,BH26.1394,000219002012000,14,1400000,19600000
,BH26.1394,000219002022000,10,1400000,14000000
,BH26.1394,000219002023000,6,1400000,8400000
,BH26.1394,000224002002000,40,1130000,45200000
,BH26.1394,000224002004000,7,1130000,7910000
,BH26.1394,000224002009000,20,1130000,22600000
,BH26.1395,000224002023000,5,1555000,7775000
,BH26.1395,000224002026000,3,1555000,4665000
,BH26.1395,000225002023000,5,1616111,8080555
,BH26.1395,1040010000080000,2,1326851,2653702
,BH26.1395,000105002004000,2,1132407,2264814
,BH26.1395,000105002013000,2,1132407,2264814
,BH26.1395,000106002001000,2,1262037,2524074
,BH26.1395,000106002004000,2,1262037,2524074
,BH26.1395,000106002013000,2,1262037,2524074
,BH26.1399,000224002002000,2,1555000,3110000
,BH26.1399,000224002023000,1,1555000,1555000
,BH26.1399,000225002023000,2,1616111,3232222
,BH26.1399,000334002001000,1,1652777,1652777
,BH26.1399,1000250020050000,1,943888,943888
,BH26.1399,1000250020220000,1,943888,943888
,BH26.1399,000331002001000,1,1799444,1799444
,BH26.1399,000331002008000,1,1799444,1799444
,BH26.1399,000219002012000,1,1744444,1744444
,BH26.1399,1000400050080010,1,2960555,2960555
,BH26.1399,000217003005000,1,1591666,1591666
,BH26.1400,000224002002000,1,1555000,1555000
,BH26.1400,000224002023000,2,1555000,3110000
,BH26.1400,000225002023000,2,1616111,3232222
,BH26.1400,000334002001000,1,1652777,1652777
,BH26.1400,1000250020050000,1,943888,943888
,BH26.1400,1000250020220000,1,943888,943888
,BH26.1400,000331002001000,1,1799444,1799444
,BH26.1400,000331002008000,1,1799444,1799444
,BH26.1400,000219002012000,1,1744444,1744444
,BH26.1401,000224002002000,2,1555000,3110000
,BH26.1401,000224002023000,2,1555000,3110000
,BH26.1401,000225002023000,1,1616111,1616111
,BH26.1401,000334002001000,1,1652777,1652777
,BH26.1401,1000250020050000,1,943888,943888
,BH26.1401,1000250020220000,1,943888,943888
,BH26.1401,000331002001000,1,1799444,1799444
,BH26.1401,000331002008000,1,1799444,1799444
,BH26.1401,000219002012000,1,1744444,1744444
,BH26.1402,1000220020220000,1,943888,943888
,BH26.1402,1000220020090000,2,943888,1887776
,BH26.1402,1000250020050000,2,943888,1887776
,BH26.1402,000103002023000,1,1262037,1262037
,BH26.1402,1050010000200000,1,1262037,1262037
,BH26.1402,100029005010000,1,2960555,2960555
,BH26.1402,000225002015000,2,1616111,3232222
,BH26.1402,000225002023000,2,1616111,3232222
,BH26.1402,000224002023000,2,1555000,3110000
,BH26.1402,000224002002000,1,1555000,1555000
,BH26.1402,000230002023000,1,1799444,1799444
,BH26.1402,000219002022000,1,1744444,1744444
,BH26.1402,000331002001000,3,1799444,5398332
,BH26.1402,000331002008000,1,1799444,1799444
,BH26.1402,1040010000080000,1,1326851,1326851
,BH26.1402,000102002023000,1,1132407,1132407
,BH26.1402,000106002004000,1,1262037,1262037
,BH26.1402,000224002023000,1,1555000,1555000
,BH26.1402,000224002015000,1,1555000,1555000
,BH26.1402,000331002004000,1,1799444,1799444
,BH26.1402,000331002008000,1,1799444,1799444
,BH26.1402,000335002013000,1,2105000,2105000
,BH26.1403,000331002004000,2,1799444,3598888
,BH26.1403,000224002015000,1,1555000,1555000
,BH26.1403,000331002001000,3,1799444,5398332
,BH26.1403,000331002008000,3,1799444,5398332
,BH26.1403,000331002004000,3,1799444,5398332
,BH26.1403,000331002022000,3,1799444,5398332
,BH26.1403,000337002001000,2,1622222,3244444
,BH26.1403,000331002022000,3,1799444,5398332
,BH26.1403,000337002008000,1,1622222,1622222
,BH26.1403,000337002022000,1,1622222,1622222
,BH26.1403,000225002023000,3,1616111,4848333
,BH26.1403,000413002001000,1,2716111,2716111
,BH26.1403,000413002022000,1,2716111,2716111
,BH26.1403,000225002015000,2,1616111,3232222
,BH26.1403,000225002025000,1,1616111,1616111
,BH26.1403,000337002001000,1,1622222,1622222
,BH26.1403,000337002022000,2,1622222,3244444
,BH26.1403,000230002023000,1,1799444,1799444
,BH26.1403,000209002025000,1,1469444,1469444
,BH26.1403,000230002023000,5,1799444,8997220
,BH26.1403,000230002009000,1,1799444,1799444
,BH26.1403,000209002007000,1,1469444,1469444
,BH26.1404,000125002013000,2,1310555,2621110
,BH26.1404,000125002023000,2,1310555,2621110
,BH26.1404,000125002009000,2,1310555,2621110
,BH26.1405,000413002001000,2,2716111,5432222
,BH26.1406,000224002015000,1,1846574,1846574
,BH26.1406,000226003002000,2,1996296,3992592
,BH26.1406,000226003023000,1,1996296,1996296
,BH26.1406,000226003014000,2,1996296,3992592
,BH26.1406,000226003015000,2,1996296,3992592
,BH26.1406,1000240020220000,2,1133611,2267222
,BH26.1407,000224002002000,2,1846574,3693148
,BH26.1407,000224002024000,1,1846574,1846574
,BH26.1407,000224002023000,2,1846574,3693148
,BH26.1407,000224002026000,1,1846574,1846574
,BH26.1407,000225002002000,2,1917870,3835740
,BH26.1407,000225002023000,2,1917870,3835740
,BH26.1407,000225002025000,1,1917870,1917870
,BH26.1407,000122002024000,1,1561389,1561389
,BH26.1408,000122002019000,1,1561389,1561389
,BH26.1409,000226003002000,2,1996296,3992592
,BH26.1409,000226003023000,2,1996296,3992592
,BH26.1410,000225002002000,2,1917870,3835740
,BH26.1410,000225002025000,2,1917870,3835740
,BH26.1410,000226003002000,2,1996296,3992592
,BH26.1410,000226003023000,3,1996296,5988888
,BH26.1410,000226003014000,2,1996296,3992592
,BH26.1411,000225002023000,3,1917870,5753610
,BH26.1412,000225002023000,5,1616111,8080555
,BH26.1412,000336002001000,1,1377777,1377777
,BH26.1412,000337002008000,2,1622222,3244444
,BH26.1412,000337002001000,1,1622222,1622222
,BH26.1412,000217002001000,2,1469444,2938888
,BH26.1412,000214004000000,2,1530555,3061110
,BH26.1412,000230002013000,3,1799444,5398332
,BH26.1412,000232003008000,1,2233333,2233333
,BH26.1412,000217003008000,1,1591666,1591666
,BH26.1412,000217003001000,2,1591666,3183332
,BH26.1412,000131002004005,1,1169907,1169907
,BH26.1413,000218002007000,4,1530555,6122220
,BH26.1415,000214004000000,2,1530555,3061110
,BH26.1415,000224002026000,2,1555000,3110000
,BH26.1415,000224002015000,5,1555000,7775000
,BH26.1415,000224002002000,5,1555000,7775000
,BH26.1415,000225002002000,5,1616111,8080555
,BH26.1415,000226003015000,5,1683333,8416665
,BH26.1415,000226003002000,5,1683333,8416665
,BH26.1416,000225002023000,3,1616111,4848333
,BH26.1416,000225002002000,1,1616111,1616111
,BH26.1416,000224002026000,2,1555000,3110000
,BH26.1416,000224002023000,2,1555000,3110000
,BH26.1416,000224002002000,1,1555000,1555000
,BH26.1416,000230002009000,2,1799444,3598888
,BH26.1416,000230002023000,2,1799444,3598888
,BH26.1416,000226003023000,2,1683333,3366666
,BH26.1416,000334002001000,1,1652777,1652777
,BH26.1416,000335002013000,1,2105000,2105000
,BH26.1417,000219002012000,2,1744444,3488888
,BH26.1417,000219002022000,2,1744444,3488888
,BH26.1417,000226003023000,3,1683333,5049999
,BH26.1417,000226003014000,1,1683333,1683333
,BH26.1417,000226003002000,2,1683333,3366666
,BH26.1417,000230002023000,3,1799444,5398332
,BH26.1417,000230002002000,2,1799444,3598888
,BH26.1417,000331002001000,3,1799444,5398332
,BH26.1417,000214004000000,2,1530555,3061110
,BH26.1417,1000400050090000,1,2960555,2960555
,BH26.1417,1000400050020000,2,2960555,5921110
,BH26.1417,100029005090000,1,2960555,2960555
,BH26.1417,100029005080000,1,2960555,2960555
,BH26.1417,100029005010000,1,2960555,2960555
,BH26.1417,000232003009000,2,2233333,4466666
,BH26.1417,000335002013000,1,2105000,2105000
,BH26.1417,1010030010130000,1,6840277,6840277
,BH26.1417,000132002003001,2,1310555,2621110
,BH26.1417,1050010000200000,2,1262037,2524074
,BH26.1418,000331002001000,3,1799444,5398332
,BH26.1418,000224002009000,1,1555000,1555000
,BH26.1418,000224002015000,2,1555000,3110000
,BH26.1418,000224002023000,2,1555000,3110000
,BH26.1418,000225002015000,1,1616111,1616111
,BH26.1418,000225002023000,2,1616111,3232222
,BH26.1418,000208002003000,2,1408333,2816666
,BH26.1419,000224002015000,5,1555000,7775000
,BH26.1419,000224002002000,5,1555000,7775000
,BH26.1419,000224002023000,5,1555000,7775000
,BH26.1419,000224002026000,5,1555000,7775000
,BH26.1419,000225002023000,2,1616111,3232222
